"filename", "language", "C++", "Markdown", "YAML", "JSON", "HTML", "Swift", "XML", "Dart", "Groovy", "Properties", "comment", "blank", "total"
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\pages\sharing\configure_sharing_password.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 134, 0, 0, 0, 23, 157
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\pages\sharing\share_file_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 225, 0, 0, 1, 46, 272
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\pages\splash_screen_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 279, 0, 0, 0, 97, 376
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\pages\statistics_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 445, 0, 0, 3, 92, 540
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\pages\upload_ps_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 264, 0, 0, 0, 40, 304
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\previewer\preview_audio.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 411, 0, 0, 0, 89, 500
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\previewer\preview_file.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 836, 0, 0, 0, 219, 1055
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\previewer\preview_image.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 16, 78
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\previewer\preview_pdf.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 16, 75
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\previewer\preview_text.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 22, 113
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\previewer\preview_video.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 379, 0, 0, 0, 60, 439
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\provider\ps_data_provider.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 7, 28
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\provider\ps_storage_data.provider.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 13, 49
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\provider\storage_data_provider.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 30, 122
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\provider\temp_data_provider.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 16, 58
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\provider\temp_payment_provider.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 7, 28
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\provider\user_data_provider.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 11, 42
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\public_storage_query\byte_getter.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 129, 0, 0, 0, 42, 171
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\public_storage_query\data_retriever.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 22, 86
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\public_storage_query\date_getter.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 28, 71
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\public_storage_query\get_uploader_name.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 14, 50
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\public_storage_query\name_getter.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 18, 55
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\public_storage_query\thumbnail_getter.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 17, 48
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\public_storage_query\title_getter.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 20, 57
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\public_storage_query\uploader_getter.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 8, 25
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\sharing_query\add_password_sharing.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 17, 57
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\sharing_query\process_file_sharing.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 156, 0, 0, 0, 50, 206
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\sharing_query\share_file_data.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 17, 89
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\sharing_query\sharing_data_receiver.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 32, 121
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\sharing_query\sharing_options.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 33, 81
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\sharing_query\sharing_username.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 15, 48
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\sharing_query\verify_sharing.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 11, 33
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\themes\theme_color.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 5, 21
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\themes\theme_style.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 136, 0, 0, 0, 18, 154
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\ui_dialog\alert_dialog.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 5, 112
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\ui_dialog\form_dialog.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 7, 66
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\ui_dialog\loading\just_loading.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 9, 41
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\ui_dialog\loading\multiple_text_loading.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 13, 104
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\ui_dialog\loading\single_text_loading.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 16, 67
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\ui_dialog\snack_dialog.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 96, 0, 0, 2, 9, 107
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\upgrades\customers_dashboard.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 155, 0, 0, 0, 58, 213
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\upgrades\express_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 6, 41
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\upgrades\max_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 7, 42
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\upgrades\supreme_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 6, 41
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\upgrades\upgrade_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 590, 0, 0, 0, 108, 698
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\user_settings\account_plan_config.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 7, 37
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\user_settings\add_passcode_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 263, 0, 0, 0, 47, 310
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\user_settings\backup_recovery_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 141, 0, 0, 0, 37, 178
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\user_settings\password_recovery_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 156, 0, 0, 0, 35, 191
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\user_settings\password_reset_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 39, 189
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\user_settings\update_password_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 164, 0, 0, 0, 44, 208
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\widgets\bottom_trailing.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 3, 25
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\widgets\bottom_trailing_widgets\add_item.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 161, 0, 0, 0, 19, 180
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\widgets\bottom_trailing_widgets\file_options.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 175, 0, 0, 0, 22, 197
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\widgets\bottom_trailing_widgets\filter_type.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 183, 0, 0, 0, 53, 236
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\widgets\bottom_trailing_widgets\folder_options.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, 13, 99
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\widgets\bottom_trailing_widgets\selected_items_options.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 102, 0, 0, 0, 16, 118
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\widgets\bottom_trailing_widgets\shared_options.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 11, 74
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\widgets\bottom_trailing_widgets\sorting_options.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 81, 0, 0, 0, 13, 94
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\widgets\checkbox_item.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 5, 47
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\widgets\empty_body.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 6, 52
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\widgets\failed_load.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 4, 39
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\widgets\header_text.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 10, 53
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\widgets\interact_dialog.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 3, 30
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\widgets\loading_indicator.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 2, 13
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\widgets\main_button.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 7, 38
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\widgets\main_dialog_button.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 6, 54
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\widgets\main_text_field.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 5, 26
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\widgets\navigation_bar.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 140, 0, 0, 0, 17, 157
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\widgets\navigation_buttons.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 19, 24, 214
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\widgets\responsive_list_view.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 10, 95
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\widgets\responsive_search_bar.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 102, 0, 0, 0, 7, 109
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\widgets\sheet_bar.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 4, 23
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\widgets\sidebar_menu.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 227, 0, 0, 0, 21, 248
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\widgets\staggered_list_view.dart\default_list_view.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 13, 85
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\widgets\staggered_list_view.dart\photos_list_view.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 11, 76
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\widgets\staggered_list_view.dart\ps_list_view.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 203, 0, 0, 0, 10, 213
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\widgets\staggered_list_view.dart\recent_ps_list_view.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 11, 133
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\lib\widgets\staggered_list_view.dart\sub_ps_list_view.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 136, 0, 0, 0, 13, 149
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\linux\flutter\generated_plugin_registrant.cc", "C++", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 24
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\linux\flutter\generated_plugin_registrant.h", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\linux\main.cc", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\linux\my_application.cc", "C++", 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 20, 105
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\linux\my_application.h", "C++", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 19
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\macos\Flutter\GeneratedPluginRegistrant.swift", "Swift", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 3, 4, 35
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\macos\RunnerTests\RunnerTests.swift", "Swift", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 2, 4, 13
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\macos\Runner\AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 2, 10
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\macos\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json", "JSON", 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 1, 69
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\macos\Runner\Base.lproj\MainMenu.xib", "XML", 0, 0, 0, 0, 0, 0, 343, 0, 0, 0, 0, 1, 344
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\macos\Runner\MainFlutterWindow.swift", "Swift", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 4, 16
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\pubspec.yaml", "YAML", 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 2, 9, 67
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\web\index.html", "HTML", 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 16, 6, 60
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\web\manifest.json", "JSON", 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 1, 36
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\windows\flutter\generated_plugin_registrant.cc", "C++", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 30
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\windows\flutter\generated_plugin_registrant.h", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\windows\runner\flutter_window.cpp", "C++", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16, 72
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\windows\runner\flutter_window.h", "C++", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 34
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\windows\runner\main.cpp", "C++", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 44
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\windows\runner\resource.h", "C++", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 17
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\windows\runner\utils.cpp", "C++", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 66
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\windows\runner\utils.h", "C++", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 20
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\windows\runner\win32_window.cpp", "C++", 210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 55, 289
"c:\Users\USER\Documents\main_dir_flowstorage_app\flowstorage_fsc\windows\runner\win32_window.h", "C++", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 24, 103
"Total", "-", 561, 4, 59, 248, 38, 74, 485, 18548, 94, 8, 239, 4838, 25196